id,text
11954,Ugh @116090. What's the point in offering One Day shipping if it doesn't arrive when it says it will? Pretty sure my Two Day shipping item is going to show up first because it's with a legit shipper. @AmazonHelp
11955,"@AmazonHelp hii i need your help,, i ordered a moto g plus 8 to 9 months ago.i am in service centre right now they are asking for the invoice..i just have the imei number..can u help??"
11956,@115850 @AmazonHelp @115821 plz see the screenshot https://t.co/BsvOjLwibO
11957,"@AmazonHelp Hey Amz, did you know your review page has no submit button in Chrome? @9242"
11958,".@AmazonHelp My global store shipment is delayed because your courier partner unloaded it at the wrong bay. Delivery date missed and the holiday I need it for. When I  called for compensation, your rep blatantly refused. Unacceptable treatment of customers from Amazon."
11959,@115821 @AmazonHelp @40827 damaged food received. I want replacement or else refund. https://t.co/f7WSny4iWR
11960,"@AmazonHelp Hi. Went to my tab from earlier and I got a Privacy Error (using Chrome) with ""Not secure....."" in the address bar and saying my connection isn't private. I'm too afraid to log in on another browser.  :("
11961,@115851 @115850 duping me by sending a damaged product after asking me to wait for an inordinate 45 days. Now refusing to accept return &amp; refund. You lost a customer.  #amazonindiasucks #amazonisdisgusting @AmazonHelp
11962,"Hello @AmazonHelp !
My account have Been hacked... someone change the email. I can't do anything. 😤😤😤"
11963,@AmazonHelp I'm having a problem with my password not being accepted. I've checked and double checked and it's correct. I checked my emails and the password doesn't seem to have been changed recently. Are you all having web issues?
11964,"@AmazonHelp there was a glitch in your system where my order for a limited edition signed copy of @142696 DVD was not able to go through due to a payment issue,tried to change the card,got an error,customer service rep said I had to cancel the order,y did this person not have to? https://t.co/qoR9XA1x3D"
11965,@115821 @AmazonHelp I had ordered 6 dozens of classmate notebooks in 3 different orders. But I received only 1 notebook &amp; 1 marker instead of 36 notebooks which I was expecting to receive. Please initiate my refund. I have already returned the notebook received by me.
11966,@115850 tryin to access Amazon prime membership since yesterday shows error Everytime. And ain't getting satisfactory answer from customer care @AmazonHelp
11967,"@AmazonHelp Team what is wrong with you guys?? Order no -171-4580741-8740356. Your seller doesn't have the capability to deliver but still accepted the order &amp; I being a customer is struggling for last 10 days to get the refund, ridiculous experience indeed"
11968,@AmazonHelp Order id 402-4048465-0987548 did not received and buyer has been refunded. Also mail has been send to safe t claim team asking for POD. But no response from there end. Need assistance asap.
11969,@115850 @AmazonHelp are you drunk?? November 7 to 8 really?!! https://t.co/ysjDkZdxJj
11970,@AmazonHelp I am just fed up with you guys !! You delivered me a wrong product and i have been struggling for a replacement for last 1 month. Pathetic Service...seriously!!
11971,"@AmazonHelp can you advise me, why, an item i bought on the 16th hasn't even been dispatched yet, 
The final date of delivery is tomorro"
11972,@AmazonHelp if I order something on my prime membership that says nextday I'm confused how it now says 2 to 3 days?
11973,Imagine using Amazon prime next day delivery only to be told it might not come until Thursday! So much for urgency! @AmazonHelp
11974,"Now #FraudAmazon #Amazon says the product is on the way after claiming it was deliverd and rejecting to provide proof! #news18india #aajtak #abpnews 
@118342 @1145 Sir, FDI is good but cheating people in the name of FDI #Amazon @AmazonHelp https://t.co/odTSrUcjZK"
11975,"Once again the @115830 @AmazonHelp delivery system falls flat. Says its to be delivered yesterday, no package, now it's being delivered today.

Why pay prime if you're going to do this?"
11976,@AmazonHelp I have been double charged and left penniless. The person I spoke to was worse than useless how do I make a formal complaint
11977,My amazon.fr account was cancelled by amazon. But I bought an amazon gift card last day. I didn't receive the gift card. Would you mind help me check it. Order NO.#171-8677234-0033944 @AmazonHelp
11978,@AmazonHelp why have amazon charged my a extra pound which will effectively not allow me to buy an item as I’ve got £100 the item is £99.95?
11979,@AmazonHelp Is there a contact number to use to speak to someone? I'm locked out of my account and the email address attached has been hacked. I'm paying for prime I can't use &amp; I have 100s of books on my kindle I don't want to lose. I've emailed twice with no reply. Thanks.
11980,@AmazonHelp my firestick was working just fine yesterday and now it's just a black screen not doing anything
11981,"Hey @115821, I'm still waiting for a response. 

@AmazonHelp https://t.co/fF79CeDvZb"
11982,@AmazonHelp let me know how can i get My gstn on invoice
11983,"@AmazonHelp I was taken an Mobile and delivered an empty box. Sad to see amazon cheat customer, refund me or face an legal procedure"
11984,@AmazonHelp @AmazonHelp @115830 thanks for this delivery but can you please confirm when I'll get the vr headset to play it with?! #nostock https://t.co/bUMXcmkGK8
11985,"Your delivery driver left packages outside my flat door the other day, for anyone to take. Can someone sort this out? He never delivers safely to our building! @AmazonHelp"
11986,@AmazonHelp what do I do when a seller is ignoring my emails? I’ve paid for something that hasn’t arrived and I aren’t getting a response....
11987,"Two invoices selling same product under same HSN 33072000 at different GST Rates of 18% and 28%? The date of invoice is also same, i.e. 19-11-2017! @145910 @115821 @115850 @AmazonHelp https://t.co/OboPtbgAS4"
11988,@AmazonHelp your company is a disgrace no parcel yet saying delivered at 1041 and no-one can track the driver fuming I am
11989,"dear @AmazonHelp i have not got my order but in tracking it is showing delivered and your customer care executive is saying that order is back, who is responsible ? https://t.co/n0lwAXWWDD"
11990,"EVERY time I order from amazon, I pay for same day and 3 days later they keep claiming they failed to deliver. IM AT HOME. @AmazonHelp @115830"
11991,@AmazonHelp any idea why you would take the same payment off me in 3 consecutive days for the same order?
11992,"fraud @AmazonHelp , status show delivered, but actually i did not get my delivery,"
11993,@AmazonHelp hi I’m having trouble with my kindle. My account is registered to home (co.uk) which shows up if I look on my online account but my actual kindle is set to .com and won’t let me do anything!
11994,"@AmazonHelp @115830 Received a parcel today with a £15 Amazon gift card in with it, why is this? A giveaway I didn't know about? Haha!"
11995,@AmazonHelp I'm really frustrated with ur poor delivery service.
11996,Cancelled my amazon prime trial and you've charged me anyway. Wonderful @115830 @AmazonHelp
11997,@AmazonHelp @115830 is there any reason you've suddenly started to preauth all transactions and then process the charge in a separate transaction?? This is causing havoc on my prepaid card because you're holding funds instead of just doing one else transaction.
11998,How the heck do I contact @AmazonHelp at the site? Yet another order is late. What value is Prime? Am I paying for nothing?
11999,@AmazonHelp I cannot load a return label so how am I meant to return an item?
12000,@115821 just lost my Christmas business - ordered important item for thanksgiving paid for 1 day shipping. Out of stock but listing doesn’t show that and items still says it’s delivering today. No time now to order a replacement @AmazonHelp #ruiningholidays #AmazonPrime
12001,"@AmazonHelp I had a parcel that was meant to be delivered today, my patterned buzzed the driver in to the building but my parcel wasn't delivered.. not impressed with this!!"
12002,@AmazonHelp why have I got a pending bill for amazon prime when im not a prime member ?
